2,58
4,64
6,68
8,84
10,78
12,84
14,90
16,90
18,96
20,98
22,100
24,106
26,112
28,110
30,112
32,116
34,122
36,122
38,120
40,122
42,124
44,128
46,128
48,130
50,132
52,130
54,134
56,132
58,138
60,136
62,138
64,138
66,138
68,140
70,140
72,140
74,142
76,142
78,144
80,144
82,144
