+0.10E-03,1.30
+0.50E-03,1.28
+1.00E-03,1.28
+1.50E-03,1.26
+2.00E-03,1.26
+2.50E-03,1.25
+3.00E-03,1.25
+4.00E-03,1.22
+5.00E-03,1.17
+6.00E-03,1.12
+7.00E-03,1.03
+8.00E-03,0.96
+9.00E-03,0.84
+10.0E-03,0.72
+11.0E-03,0.60
+13.0E-03,0.38
+15.0E-03,0.22
+17.0E-03,0.14
